com.samsung.shealth.tracker.pedometer_day_summary,6195017,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
20,bf92c318-b9f3-4bb4-bbda-87bc13858cb9.binning_data.json,8657,6000,0,2021-10-24 16:12:15.096,com.sec.android.app.shealth,2021-10-24 16:12:15.096,,1.7835228,15.440001,0.58000004,20,6fPiwL19M5,com.sec.android.app.shealth,0,bf92c318-b9f3-4bb4-bbda-87bc13858cb9.achievement.json,bf92c318-b9f3-4bb4-bbda-87bc13858cb9,1635033600000,
3719,9619ba4d-2eaf-476e-b8f1-9943ac7dffbe.binning_data.json,1944012,6000,8,2021-10-26 17:55:23.444,com.sec.android.app.shealth,2021-10-26 17:55:23.444,,1.3531805,2630.6,164.0,3711,6fPiwL19M5,com.sec.android.app.shealth,0,9619ba4d-2eaf-476e-b8f1-9943ac7dffbe.achievement.json,9619ba4d-2eaf-476e-b8f1-9943ac7dffbe,1635206400000,
4459,3a1bf261-54f9-4c96-9045-dd2ac826335a.binning_data.json,2277732,6000,36,2021-10-30 16:43:43.397,com.sec.android.app.shealth,2021-10-28 19:44:28.253,,1.4417984,3284.031,198.59065,4423,DQQ9M5Fmpd,com.sec.android.app.shealth,0,3a1bf261-54f9-4c96-9045-dd2ac826335a.achievement.json,3a1bf261-54f9-4c96-9045-dd2ac826335a,1635379200000,
5896,daa0387e-e231-4cda-8327-9bd76c192267.binning_data.json,3002616,6000,37,2021-10-26 00:57:03.327,com.sec.android.app.shealth,2021-10-24 21:16:47.014,daa0387e-e231-4cda-8327-9bd76c192267.source_info.json,1.3778381,4137.12,222.72,5859,VfS0qUERdZ,com.sec.android.app.shealth,0,daa0387e-e231-4cda-8327-9bd76c192267.achievement.json,daa0387e-e231-4cda-8327-9bd76c192267,1635120000000,
1873,6e01c062-37f5-43a0-9067-2dfba9088051.binning_data.json,861086,6000,0,2021-10-28 19:44:23.470,com.sec.android.app.shealth,2021-10-28 19:44:23.470,,1.52224,1310.78,82.17,1873,6fPiwL19M5,com.sec.android.app.shealth,0,6e01c062-37f5-43a0-9067-2dfba9088051.achievement.json,6e01c062-37f5-43a0-9067-2dfba9088051,1635379200000,
51,ff89467f-56af-4824-87df-8bf75e1bfc6c.binning_data.json,25660,6000,0,2021-10-31 17:02:06.312,com.sec.android.app.shealth,2021-10-31 04:18:06.344,ff89467f-56af-4824-87df-8bf75e1bfc6c.source_info.json,1.4723173,37.780003,2.1800003,51,VfS0qUERdZ,com.sec.android.app.shealth,0,ff89467f-56af-4824-87df-8bf75e1bfc6c.achievement.json,ff89467f-56af-4824-87df-8bf75e1bfc6c,1635638400000,
8546,8bf33098-4c9d-460f-b5a4-089feddbd13b.binning_data.json,4529918,6000,12,2021-10-27 11:40:11.522,com.sec.android.app.shealth,2021-10-26 21:43:02.782,8bf33098-4c9d-460f-b5a4-089feddbd13b.source_info.json,1.3428938,6083.2007,384.51035,8534,VfS0qUERdZ,com.sec.android.app.shealth,0,8bf33098-4c9d-460f-b5a4-089feddbd13b.achievement.json,8bf33098-4c9d-460f-b5a4-089feddbd13b,1635292800000,
6283,dad11d45-775a-49d4-a750-61fcddf607e9.binning_data.json,3467183,6000,5,2021-10-30 16:43:43.626,com.sec.android.app.shealth,2021-10-30 16:43:43.626,,1.3057308,4527.2085,294.56076,6278,DQQ9M5Fmpd,com.sec.android.app.shealth,0,dad11d45-775a-49d4-a750-61fcddf607e9.achievement.json,dad11d45-775a-49d4-a750-61fcddf607e9,1635465600000,
6753,3677222f-7e3f-44d6-bdc3-4ad8830894d4.binning_data.json,3605500,6000,19,2021-10-29 21:58:01.619,com.sec.android.app.shealth,2021-10-29 00:28:08.598,3677222f-7e3f-44d6-bdc3-4ad8830894d4.source_info.json,1.3269717,4784.3975,318.51065,6734,VfS0qUERdZ,com.sec.android.app.shealth,0,3677222f-7e3f-44d6-bdc3-4ad8830894d4.achievement.json,3677222f-7e3f-44d6-bdc3-4ad8830894d4,1635465600000,
40,bc59bf45-872e-426e-83de-5a97f473727f.binning_data.json,21471,6000,0,2021-10-31 15:00:02.554,com.sec.android.app.shealth,2021-10-31 15:00:02.554,,1.3585398,29.170002,1.7100003,40,6fPiwL19M5,com.sec.android.app.shealth,0,bc59bf45-872e-426e-83de-5a97f473727f.achievement.json,bc59bf45-872e-426e-83de-5a97f473727f,1635638400000,
